artist,song,genre,subgenre,year,beats,tempo,mfcc,zero_crossing_rate,rolloff,spectral_centroid,spectral_bandwidth,chroma_stft,rmse_1,rmse_2,rmse_3,rmse_4,rmse_5,rmse_6,rmse_7,rmse_8,rmse_9,rmse_10,rmse_11,rmse_12,rmse_13,rmse_14,rmse_15,rmse_16,rmse_17,rmse_18,rmse_19,rmse_20,file
Sash! feat Tina Cousins,Mysterious Times,Electronica,Dance,2012,488,135.99917763,-2.789468050003052,0.0518433804204993,6648.201313033837,2945.534444132363,3629.996872273245,0.5103594,0.00000000,0.00000032,0.00010627,0.00015600,0.00018877,0.00019375,0.00018120,0.00019711,0.00018351,0.00019280,0.00032700,0.00030831,0.00032572,0.00033862,0.00024658,0.00028169,0.00029169,0.00034066,0.00033568,0.00031910,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Dance/Sash! feat Tina Cousins_Mysterious Times_Electronica_Dance_2012.mp3
Snap!,Rhythm is a Dancer,Electronica,Dance,1992,470,123.046875,3.094693899154663,0.0612155558484698,6237.987947268297,2808.5078104096474,3245.452819884741,0.4529915,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Dance/Snap!_Rhythm is a Dancer_Electronica_Dance_1992.mp3
Sylver,Skin,Electronica,Dance,2001,568,139.67483108,3.563621282577514,0.0676637417495347,5629.475532100489,2730.995434150555,2736.327413241414,0.44698864,0.00000007,0.00000024,0.00000120,0.00000240,0.00000295,0.00000364,0.00000404,0.00000415,0.00000381,0.00159638,0.00162620,0.00162621,0.00164652,0.00070226,0.00100670,0.00155718,0.00208345,0.00275269,0.00402718,0.00538312,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Dance/Sylver_Skin_Electronica_Dance_2001.mp3
Sylver,Skin,Electronica,Dance,2024,568,139.67483108,3.563621282577514,0.0676637417495347,5629.475532100489,2730.995434150555,2736.327413241414,0.44698864,0.00000007,0.00000024,0.00000120,0.00000240,0.00000295,0.00000364,0.00000404,0.00000415,0.00000381,0.00159638,0.00162620,0.00162621,0.00164652,0.00070226,0.00100670,0.00155718,0.00208345,0.00275269,0.00402718,0.00538312,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Dance/Sylver_Skin_Electronica_Dance_2024.mp3
Sylver,Turn the tide,Electronica,Dance,2001,367,92.28515625,-10.575661659240724,0.0858092830119002,5872.541165230797,2939.682546334304,2637.581784508733,0.41125622,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000005,0.00000014,0.00000823,0.00000930,0.00001235,0.00001752,0.00001976,0.00002222,0.00002068,0.00001662,0.00004487,0.03292930,0.05922717,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Dance/Sylver_Turn the tide_Electronica_Dance_2001.mp3
Yolanda Be Cool & DCUP,We No Speak Americano,Electronica,Dance,2010,391,126.04801829,-1.6400456428527832,0.0385047469872582,4022.386476483344,1897.68164596918,2193.3829330021567,0.52970356,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000030,0.00703298,0.17455786,0.25026923,0.29917055,0.34118792,0.34296653,0.34777573,0.35086805,0.35685890,0.36610360,0.36971715,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Dance/Yolanda Be Cool & DCUP_We No Speak Americano_Electronica_Dance_2010.mp3
Grauzone,Eisbaer,Rock,New Wave,1980,415,129.19921875,6.1338629722595215,0.0462389754152044,4542.197095701126,2137.599667487644,2407.162766576695,0.50052124,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Grauzone_Eisbaer_Rock_New Wave_1980.mp3
Human Tetris,Things I don't need,Rock,New Wave,2010,296,82.03125,9.47054958343506,0.02316918554214,4485.2309950734125,1881.08021401456,2865.555358029602,0.5466788,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Human Tetris_Things I don't need_Rock_New Wave_2010.mp3
Las Eras,Virginia,Rock,New Wave,2024,367,129.19921875,5.347099781036377,0.0405317211695191,4123.607723457777,1967.1837031020573,2443.772446879292,0.6015703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000131,0.04662505,0.09306971,0.14222112,0.15325034,0.18598132,0.17479862,0.14597960,0.17683382,0.14574246,0.17480448,0.17748113,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Las Eras_Virginia_Rock_New Wave_2024.mp3
Lebanon Hanover,Gallowdance,Rock,New Wave,2013,561,139.67483108,-3.092843770980835,0.0482251274596756,3514.4358755949497,1817.99133449216,2066.205627132644,0.49155226,0.00000000,0.00000004,0.00000009,0.00000504,0.00005605,0.00070041,0.00459835,0.01002157,0.01243102,0.01522939,0.01674014,0.01739075,0.01975191,0.01964968,0.02064570,0.02059080,0.01972057,0.01987730,0.02189838,0.02309407,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Lebanon Hanover_Gallowdance_Rock_New Wave_2013.mp3
Linea Aspera,Malarone,Rock,New Wave,2012,358,89.10290948,2.579828977584839,0.0812224258919577,8219.628150611235,3623.0151620353695,3875.5028738532674,0.5221453,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000008,0.00000265,0.00000512,0.00001185,0.00001923,0.00002942,0.00004445,0.00005951,0.00007198,0.00008107,0.00008501,0.00008498,0.00008677,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Linea Aspera_Malarone_Rock_New Wave_2012.mp3
Pleasure Symbols,Control,Rock,New Wave,2016,187,47.8515625,7.104936599731445,0.0233641401901398,3561.1208241549825,1608.8147714943198,2398.692378723721,0.59118414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000007,0.00000025,0.00000260,0.00002161,0.09898529,0.13082294,0.20863241,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Pleasure Symbols_Control_Rock_New Wave_2016.mp3
Psyche,Goodbye Horses,Rock,New Wave,1996,496,126.04801829,4.792073249816895,0.0394690376916857,5056.838912215731,2286.6499064959166,2963.1342254851124,0.4302528,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000016,0.00000048,0.00004385,0.00010106,0.00010401,0.00010458,0.00009782,0.00102066,0.00329138,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Psyche_Goodbye Horses_Rock_New Wave_1996.mp3
Rue Oberkampf,Hope and Fear,Rock,New Wave,2022,666,126.04801829,8.344195365905762,0.0313630926209397,4410.445849889265,1913.930745100172,2572.0437704272726,0.5365476,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Rue Oberkampf_Hope and Fear_Rock_New Wave_2022.mp3
Sad lovers and Giants,Things we never did,Rock,New Wave,1982,494,135.99917763,-2.922624588012696,0.0639661655848891,5289.426066128209,2461.3593193261604,2703.6638622129035,0.44143507,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Sad lovers and Giants_Things we never did_Rock_New Wave_1982.mp3
Ultra Sun,Distress,Rock,New Wave,2024,479,126.04801829,5.959661960601807,0.0384407452878627,4874.076335174573,2162.6164643618595,2882.24842050426,0.5708868,0.00000000,0.00001081,0.07756481,0.10168460,0.11337195,0.13663766,0.12289211,0.12895665,0.13822396,0.17730826,0.19343780,0.19539385,0.20023227,0.15960734,0.18043953,0.17871168,0.16714388,0.18827051,0.16791902,0.16602847,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Ultra Sun_Distress_Rock_New Wave_2024.mp3
Boy Harsher,Machina,Rock,New Wave,2022,501,123.046875,2.419086456298828,0.0550102271999487,5907.118173694281,2736.641398878474,3103.7342297348428,0.54423285,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Boy Harsher_Machina_Rock_New Wave_2022.mp3
Killing Joke,Love Like Blood ,Rock,New Wave,1985,334,103.359375,1.3581604957580566,0.0412439569123428,4927.451580836361,2275.642034451225,2840.504655428253,0.4091417,0.00000000,0.00000000,0.00000000,0.00000000,0.00053833,0.12359098,0.26021460,0.32279402,0.34403127,0.34174755,0.25862545,0.17955518,0.14162087,0.08912509,0.08081216,0.07877815,0.07889134,0.08492783,0.09284776,0.09616401,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Caminatas Nocturnas_Morir es sólo despertar_2002.mp3
VVV Trippin You,Nunca Estuvimos Tan Lejos,Rock,New Wave,2019,520,122.2826087,-5.928457260131836,0.057182289573203,4700.799110819184,2481.954508927596,2922.249990617249,0.4528966,0.00010521,0.00014906,0.00018748,0.00020887,0.00020954,0.00020940,0.00019821,0.00019796,0.00019592,0.00019340,0.00020566,0.00021454,0.00022154,0.00022940,0.00022719,0.00021624,0.00020932,0.00020407,0.00020772,0.00021522,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Killing Joke_Love Like Blood _Rock_Dark Wave_1985.mp3
Silent EM,Wraith, Rock,New Wave,2013,190,64.59960938,-4.806321620941162,0.0378768438948855,4107.1412073719575,1987.247361503984,2630.263425784323,0.4672951,0.00028468,0.00059840,0.00105018,0.00162594,0.00224558,0.00290065,0.00353958,0.00401123,0.00430458,0.00439187,0.00427981,0.00413597,0.00404493,0.00413048,0.00452280,0.00512151,0.00577726,0.00640062,0.00695030,0.00755101,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/VVV Trippin You_Nunca Estuvimos Tan Lejos_Rock_New Wave_2019.mp3
VVV Trippin You,Amianto,Rock,New Wave,2021,589,139.67483108,5.258917808532715,0.0530911300470881,4914.924942746671,2380.666619228129,2559.0879977250816,0.55101883,0.00000000,0.00000000,0.00000000,0.00000000,0.00000003,0.00309219,0.01396336,0.01984018,0.02374918,0.02911767,0.03032495,0.03010480,0.03111753,0.02916285,0.02998563,0.03000253,0.03130196,0.03405324,0.03521077,0.03610710,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Silent EM_Wraith_ Rock_New Wave_2013.mp3
VVV Trippin You,Invierno nuclear,Rock,New Wave,2020,528,114.84375,8.282957077026367,0.0401486938012602,4359.247286957391,2095.0750443244124,2686.039898439392,0.5409342,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/Sixth June_Drowning_2013.mp3
VVV Trippin You,Lluvias de Marzo,Rock,New Wave,2021,457,161.49902344,8.184104919433594,0.0699337246816678,7460.12519944526,3413.024520863055,3646.611218350676,0.55493826,0.05873730,0.09571197,0.11260081,0.12298885,0.12021266,0.10514366,0.09852132,0.09068897,0.08662708,0.08256602,0.08059692,0.07976980,0.07734361,0.07724198,0.07680973,0.07948179,0.08739129,0.09314620,0.09740196,0.09862805,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/VVV Trippin You_Amianto_Rock_New Wave_2021.mp3
VVV Trippin You,Matar el Tiempo,Rock,New Wave,2021,356,139.67483108,7.348276615142822,0.0455574649623362,5049.512495031797,2329.3153011081063,2848.4250774180027,0.4811953,0.00000000,0.00018296,0.06586852,0.10041794,0.12798150,0.14712413,0.15264422,0.19216622,0.21360357,0.23048021,0.24349853,0.22984184,0.21710733,0.21998672,0.21249326,0.20559424,0.19749117,0.18553345,0.17897996,0.17435820,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/VVV Trippin You_Invierno nuclear_Rock_New Wave_2020.mp3
VVV Trippin You,Monstruo,Rock,New Wave,2021,358,129.19921875,6.652036666870117,0.044935920149341,6522.057054532284,2856.0483314369294,3509.635556149828,0.5577409,0.36116663,0.43962997,0.48035067,0.51766440,0.48772988,0.43973088,0.40490052,0.31354263,0.17839472,0.11781022,0.07685143,0.04357816,0.02149089,0.00962848,0.00475619,0.00274141,0.00131875,0.00055936,0.00112297,0.19690432,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/VVV Trippin You_Lluvias de Marzo_Rock_New Wave_2021.mp3
Zanias,Unraveled,Rock,New Wave,2021,507,151.99908088,0.9869087338447572,0.0556955652716817,5869.982985692635,2823.5930314673087,3185.765412341307,0.4424073,0.01402672,0.02409305,0.03088177,0.03673558,0.04217681,0.04464426,0.04612383,0.04709555,0.04511160,0.04342768,0.04172117,0.03897181,0.03590519,0.03099015,0.02559847,0.02095630,0.01635300,0.01383840,0.01763670,0.01827783,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/VVV Trippin You_Matar el Tiempo_Rock_New Wave_2021.mp3
Zanias,Follow the Body,Rock,New Wave,2016,155,117.45383523,-3.545161247253418,0.0313058825174673,1883.3209519629145,1181.146014001207,1664.5344635272872,0.38967147,0.00000000,0.00000012,0.00000039,0.00000167,0.00009041,0.00046086,0.00162853,0.00267535,0.00457396,0.03639334,0.06325429,0.11154068,0.13671885,0.15953280,0.17606577,0.17477192,0.18871842,0.19814600,0.19787806,0.20938890,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/New Wave/VVV Trippin You_Monstruo_Rock_New Wave_2021.mp3
Abel Ramos,Das spiegel,Electronica,Remember,1999,965,143.5546875,0.7268282771110535,0.0512388830509777,6128.107769930415,2809.425792377168,3088.272619005241,0.62592846,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Abel Ramos_Das spiegel_Electronica_Remember_1999.mp3
Allegro,Moments In Love,Electronica,Remember,1999,770,139.67483108,4.520317554473877,0.0636255637538079,7270.049028934404,3316.419711183968,3533.033750891589,0.5657011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000014,0.00000250,0.00007352,0.00412664,0.07291850,0.12456251,0.18686692,0.23735487,0.26478976,0.27130413,0.25880983,0.23965421,0.21613374,0.20443058,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Allegro_Moments In Love_Electronica_Remember_1999.mp3
Aquagen,Everybody Is Free,Electronica,Remember,2004,1227,139.67483108,-0.4118527472019195,0.0636192615260413,6161.79671455149,2899.6534056334194,3131.7346731099087,0.46041587,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000077,0.00000823,0.00011799,0.00230062,0.04322239,0.06352551,0.07168371,0.07742349,0.06754746,0.05004219,0.03810417,0.02551529,0.01666647,0.01466953,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Aquagen_Everybody Is Free_Electronica_Remember_2004.mp3
Butcher,Don't let the Sun go down,Electronica,Remember,2003,1251,143.5546875,4.432338714599609,0.0752487492102594,6556.200561774998,3169.100469777434,3163.3429291861053,0.5020294,0.00000004,0.00000041,0.00000303,0.00000691,0.00001631,0.00020423,0.00033109,0.00042039,0.00050229,0.00054921,0.00059522,0.00062068,0.00067731,0.00078620,0.00097420,0.00102049,0.00104369,0.00139498,0.00155313,0.00163590,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Butcher_Don't let the Sun go down_Electronica_Remember_2003.mp3
C Base ,In The Beginning,Electronica,Remember,2003,1042,139.67483108,4.848339080810547,0.04883121640917,6450.717247897941,2818.407689942365,3374.871835513657,0.5789776,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000002,0.00000010,0.00000028,0.00000152,0.00000293,0.00000624,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/C Base _In The Beginning_Electronica_Remember_2003.mp3
Dave 202,Baracuda,Electronica,Remember,2001,1076,139.67483108,0.7859172224998474,0.0523626604058546,5509.449924046493,2553.181919377525,2983.772360424996,0.49661174,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000009,0.00000050,0.00001192,0.00054852,0.00109868,0.00286364,0.00563303,0.00970691,0.01437726,0.01842277,0.02220348,0.02404452,0.02488352,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Dave 202_Baracuda_Electronica_Remember_2001.mp3
David,Max Apology,Electronica,Remember,2000,756,161.49902344,5.228976726531982,0.0801172101128333,7293.895437556766,3447.0284613336053,3311.061935848971,0.58907145,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000041,0.00000191,0.00001657,0.00014569,0.00023053,0.00029212,0.00032147,0.00035516,0.05181494,0.06889084,0.08458859,0.10471797,0.10332943,0.10442280,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/David_Max Apology_Electronica_Remember_2000.mp3
Dj Crivi,Mankell (Gaupasa Version),Electronica,Remember,2001,691,99.38401442,-1.1418167352676392,0.0572908623900935,5144.183786345034,2486.556180059025,2627.9170647157025,0.5050564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000012,0.00209799,0.00267966,0.00267966,0.00267966,0.00166704,0.00001034,0.00177643,0.00286019,0.00620771,0.00700807,0.00778896,0.00910058,0.00769982,0.00755964,0.00713601,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Dj Crivi_Mankell (Gaupasa Version)_Electronica_Remember_2001.mp3
Dj Rai,A Hidde Place,Electronica,Remember,2001,1121,156.60511364,5.048874855041504,0.0674688385178415,7953.9458325552305,3630.2963224500136,3862.795071056317,0.571749,0.00000000,0.00000000,0.00000000,0.00000000,0.00000566,0.00005661,0.00013027,0.06514430,0.12805659,0.17553498,0.20851986,0.22415864,0.21045399,0.18028751,0.15088417,0.12161601,0.10691056,0.10575741,0.10368124,0.10044695,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Dj Rai_A Hidde Place_Electronica_Remember_2001.mp3
Dj Liberty,Seguro,Electronica,Remember,2004,710,139.67483108,2.484124183654785,0.0902076197138436,7603.388910353131,3664.00196035464,3468.833437253034,0.6037843,0.00001122,0.00001219,0.00001465,0.00003659,0.15462102,0.27712592,0.35927644,0.43511263,0.47417539,0.47090408,0.48400050,0.50570112,0.52795291,0.53628719,0.53444618,0.50693136,0.48116729,0.47294086,0.44662192,0.42828798,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Dj Liberty_Seguro_Electronica_Remember_2004.mp3
