beats,tempo,mfcc,zero_crossing_rate,rolloff,spectral_centroid,spectral_bandwidth,chroma_stft,rmse_1,rmse_2,rmse_3,rmse_4,rmse_5,rmse_6,rmse_7,rmse_8,rmse_9,rmse_10,rmse_11,rmse_12,rmse_13,rmse_14,rmse_15,rmse_16,rmse_17,rmse_18,rmse_19,rmse_20,file
866,[143.5546875],1.341450572013855,0.06765003054817022,6176.897974508217,2872.3204209310447,3140.206455554192,0.55484176,0.0,0.0,1.9209398e-11,7.662121e-10,4.4572457e-06,0.009198936,0.014511185,0.014552798,0.014625776,0.037081152,0.06285941,0.082161434,0.09357529,0.09501556,0.08824705,0.07798397,0.07297972,0.07404759,0.07091587,0.0706913,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Jesus Elices_Maximizing the Audience_Electronica_Remember_2001.mp3
714,[99.38401442],3.8202476501464844,0.04420923806156267,6492.009886714565,2843.0894033887885,3564.006350917827,0.5810801,0.00016507613,0.003104433,0.010207859,0.011810906,0.014819008,0.01554408,0.012767679,0.015000204,0.014549637,0.013648199,0.013372672,0.01148097,0.011567865,0.012722877,0.012521844,0.010904907,0.008633859,0.007678273,0.008143961,0.007463512,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Espada y Vidar_Sienteme_Electronica_Remember_2004.mp3
866,[139.67483108],-0.5375840067863464,0.09040148322311362,7371.53764974523,3729.972456486174,3459.5812751912476,0.5610283,1.1222561e-05,1.2186445e-05,1.3415899e-05,1.0903334e-05,9.952359e-06,2.5865347e-05,5.0268183e-05,0.0004291621,0.111219555,0.1841363,0.29910362,0.4165294,0.49008882,0.5332306,0.52486247,0.4843809,0.423211,0.3858834,0.35655424,0.32187688,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Remember/Fiocco_Afflitto_Electronica_Remember_1997.mp3
639,[135.99917763],3.8244221210479736,0.05028134254459502,5474.4129173187675,2530.7503483196097,3007.5152323174952,0.4776097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/4 Non Blondes_What's Up_Rock_Rock Baladas_1993.mp3
949,[139.67483108],7.163891792297363,0.07463989517573415,5932.321396707423,2920.493275165949,2982.9054574666766,0.48504698,2.7716624e-14,1.4865885e-10,1.5340351e-09,2.72638e-07,7.509835e-07,1.1359509e-05,0.022510177,0.033710316,0.066874035,0.10397659,0.15519436,0.2049207,0.25233695,0.27914196,0.29063424,0.27713665,0.2393064,0.19934595,0.15348397,0.13751744,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Aerosmith_Amazing_Rock_Rock Baladas_1993.mp3
566,[120.18531977],4.990909099578857,0.05856600256647301,4784.067696689609,2373.205908274087,2737.7807096762144,0.40262324,7.7134456e-07,9.940953e-07,1.1931108e-06,1.2715749e-06,1.2732247e-06,1.2793814e-06,1.2814014e-06,1.3563421e-06,1.4943463e-06,1.6178036e-06,1.7933473e-06,1.9570105e-06,2.0726093e-06,2.3058678e-06,8.357021e-05,0.0027968485,0.004481414,0.008005299,0.012088836,0.017141333,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Aerosmith_I Don't Want to Miss a Thing_Rock_Rock Baladas_1998.mp3
675,[139.67483108],-10.6455717086792,0.06276464940535183,4325.851912862364,2285.2244706372658,2444.7316259641366,0.3375652,2.634331e-10,4.7858757e-09,6.681279e-07,5.6753328e-05,0.00044844902,0.0005310816,0.00064464833,0.00072447036,0.0006731601,0.0006960698,0.0006991515,0.0007009786,0.0006747373,0.00068113365,0.00066408614,0.0006375578,0.0006763737,0.0007086714,0.0014886571,0.008472904,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Air Supply_Making Love Out Of Nothing At All_Rock_Rock Baladas_1983.mp3
231,[68.90625],-11.51412582397461,0.048059717465753424,3326.2261100949563,1727.1962129677295,1905.3348600100157,0.3677135,2.4808133e-09,3.642046e-07,3.1251588e-05,0.00026658754,0.00037297557,0.00046184642,0.0005305948,0.0005341016,0.0005356374,0.0005303612,0.000533895,0.0005330438,0.0005308031,0.00053497887,0.00053092896,0.0005279716,0.00053090433,0.0005319085,0.0005310403,0.0005321231,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Alias_More Than Words Can Say_Rock_Rock Baladas_1990.mp3
398,[95.703125],2.2194223403930664,0.07570570119398244,6979.709487883316,3204.808152309913,3392.6832046217132,0.4107767,7.600875e-09,1.07679305e-07,4.243856e-06,5.9317998e-05,0.00040048742,0.00066467025,0.0008249698,0.0009511383,0.0009853003,0.0009514465,0.00096472923,0.004356639,0.0076893447,0.011064807,0.061722416,0.102977745,0.13086922,0.15373662,0.15759523,0.15234491,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Berlin_Take My Breath Away_Rock_Rock Baladas_1986.mp3
795,[148.02631579],5.5622148513793945,0.07176112966337078,5502.767848853403,2722.813195829365,2722.7046241185576,0.42615786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Bon Jovi_I'll Be There For You_Rock_Rock Baladas_1988.mp3
512,[126.04801829],-5.342806339263916,0.0568909672501132,4255.648322974445,2021.0552628170014,2155.3531632520553,0.4058462,7.1428735e-10,1.0088345e-07,2.362694e-07,3.3851131e-06,6.6378448e-06,9.049562e-06,1.1125336e-05,1.2004255e-05,1.14045e-05,9.63256e-06,7.1319096e-06,4.3740047e-06,7.5462714e-07,4.5650562e-08,7.634595e-10,1.29431275e-11,3.0674982e-13,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Boston_Amanda_Rock_Rock Baladas_1986.mp3
263,[69.83741554],6.11000919342041,0.056035181553058346,5083.84549057931,2470.3780658565547,2916.4196128880444,0.44245857,7.7134456e-07,9.940953e-07,1.1931108e-06,1.2715749e-06,1.2732247e-06,1.2793814e-06,1.2814749e-06,1.3566422e-06,1.4946056e-06,1.7270512e-06,3.3282129e-06,5.370241e-06,6.695071e-06,1.0562343e-05,1.9478288e-05,8.207517e-05,0.0001758245,0.00039490158,0.0006412192,0.0011276623,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Bryan Adams_Heaven_Rock_Rock Baladas_1984.mp3
259,[84.72079918],-10.350859642028809,0.06726434401754319,4967.3982051912935,2513.259437469389,2580.3652018542284,0.3422195,0.0,0.0,0.0,1.0199901e-09,2.6399593e-05,0.014216696,0.025349434,0.03307458,0.040165573,0.040435303,0.04081888,0.038885593,0.035940915,0.03765214,0.033789173,0.034561157,0.0337186,0.033591907,0.034474865,0.033384122,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Bryan Adams_Straight From The Heart_1983.mp3
298,[93.96306818],0.4874691069126129,0.04477786850541342,4516.985622150585,1974.034138613244,2346.2258984565688,0.36638442,0.0,0.0,1.6321354e-14,1.6152319e-12,3.6966366e-10,1.5372455e-08,5.2656258e-08,2.964287e-07,1.0558034e-06,2.5608267e-06,9.90484e-06,6.990789e-05,0.0017137331,0.020037366,0.04911107,0.069554105,0.07941669,0.08065998,0.0807569,0.07256132,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Captain and Tennille_Do that to me one more time_Rock_Rock Baladas_1979.mp3
340,[93.96306818],-2.1038124561309814,0.04309988867816606,5561.682104565833,2411.435033901889,3220.410879819857,0.4333915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Crowded House_Weather With You_Rock_Rock Baladas_1992.mp3
1313,[127.84090909],2.895113468170166,0.040416790931788064,3703.6925632938623,1829.1326300462197,2142.6249039932886,0.47796878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2335725e-13,2.2254314e-09,2.4152177e-08,1.2849557e-06,5.638874e-06,1.4926439e-05,1.9433035e-05,2.5755455e-05,3.3159926e-05,3.8771806e-05,8.433121e-05,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Deep Purple_Child in Time_Rock_Rock Baladas_1968.mp3
593,[135.99917763],0.24538682401180267,0.06589041276024915,6014.728096505934,2805.096630761882,3240.4421986822617,0.36859578,1.06983915e-10,2.3366966e-09,6.15503e-05,0.0004991504,0.00077872386,0.0009831734,0.0010902156,0.0011300843,0.0010813766,0.0010529467,0.0010408284,0.000989576,0.001012671,0.0009806773,0.0010295983,0.0010369036,0.000998927,0.001036253,0.0010256643,0.0010479303,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Europe_Carrie_Rock_Rock Baladas_1986.mp3
334,[81.52173913],2.174941301345825,0.04865093486638992,4689.5593005548835,2242.0637610896797,2574.396041899163,0.45432964,0.0006935795,0.0010080531,0.001092089,0.0011156293,0.00088214164,0.0004960388,0.00026466386,0.00013491292,6.360653e-05,3.7941278e-05,3.9174844e-05,4.5116973e-05,4.9799743e-05,5.399322e-05,6.3311774e-05,8.630159e-05,0.000103500846,0.00011982187,0.00013057434,0.00012869111,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Paul Young_Every time go you away_Rock_Rock Baladas_1985.mp3
375,[92.28515625],-5.680043697357178,0.03342516176520692,3277.9740881985927,1653.4850574284335,2303.548407055071,0.36236095,0.0,0.0,0.0,0.0,0.0,0.0,9.335397e-17,1.3502467e-10,1.9921809e-09,1.760828e-07,6.05573e-07,9.6984775e-05,0.00035062814,0.0009975214,0.0011305492,0.0021671474,0.0024936488,0.003944705,0.004330216,0.0053413655,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Extreme_More Than Words_Rock_Rock Baladas_1990.mp3
407,[123.046875],0.8291967511177063,0.035635902897523226,4067.033261241129,1816.005194337751,2389.275468115485,0.35402963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/F.R David_Words_Rock_Rock Baladas_1982.mp3
565,[147.65625],3.3007452487945557,0.07345428205213594,6876.519619571827,3110.629144062125,3349.348067065271,0.44361782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Firehouse_When I Look Into Your Eyes_Rock_Rock Baladas_1992.mp3
407,[97.50884434],2.16091251373291,0.07160044824562871,6057.257670582848,2783.864405043917,2995.2475432628657,0.37529892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Gary Moore_Empty Rooms_Rock_Rock Baladas_1984.mp3
493,[126.04801829],-10.252886772155762,0.0547639642607168,5402.076757008566,2631.663836903737,2996.0792636167653,0.5278519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Guns N' Roses_Don't Cry_Rock_Rock Baladas_1991.mp3
306,[87.59269068],-1.266622543334961,0.05835480551888302,4693.3078980136825,2357.731811953488,2675.178923771739,0.33846825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Heart_Alone_Rock_Rock Baladas_1987.mp3
817,[147.65625],1.9649419784545898,0.06171406242235896,6009.912212896384,2796.0622306388573,3123.5364444299316,0.47503656,0.0,0.0,0.0,0.0,0.0,0.0,3.168541e-17,9.4678244e-11,1.6719935e-09,1.4687664e-07,5.6903843e-07,2.1597207e-06,5.7478946e-06,1.0488874e-05,1.4141998e-05,1.7290646e-05,1.9157409e-05,1.9985557e-05,2.0386622e-05,2.0489044e-05,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Iron Maiden_Wasting love_Rock_Rock Baladas_1986.mp3
414,[126.04801829],-1.3803340196609497,0.02617557053093937,2161.8482269853007,1185.376682955382,1756.9942254610621,0.40535316,1.1095432e-10,2.8510425e-09,0.00021597762,0.0019163452,0.002480182,0.0032550527,0.0037930165,0.0036812532,0.003762245,0.0037407104,0.0037026638,0.0036626249,0.0038567793,0.0036714412,0.0035457027,0.005135725,0.005033609,0.005078058,0.0051423125,0.0035464633,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Kansas_Dust in the Wind_Rock_Rock Baladas_1977.mp3
465,[101.33272059],-8.234686851501465,0.05290930709921334,4141.3102103423125,1995.8767680444769,2267.6572433261395,0.44000632,4.281737e-10,4.048165e-08,1.0188778e-07,9.533646e-07,9.493541e-06,0.0003394874,0.0006033073,0.00083991623,0.0009927216,0.0011340326,0.0012218774,0.0013113108,0.001405807,0.0014520816,0.001443417,0.0014259674,0.0014093359,0.0014018638,0.0014337339,0.0014279928,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Phil Collins_Another Day In Paradise_Rock_Rock Baladas_1989.mp3
350,[89.28571429],3.1961655616760254,0.04434572175790606,5636.626933382048,2593.843996087625,3542.687837936692,0.41629344,1.7789376e-06,1.791689e-05,0.000604841,0.0015654888,0.0024261563,0.002839951,0.0032421232,0.003597564,0.004158824,0.005566482,0.006362494,0.006811302,0.008041084,0.007306287,0.00763147,0.007858969,0.0067728735,0.007402651,0.0074435957,0.00700998,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Richard Marx_Right Here Waiting_Rock_Rock Baladas_1989.mp3
683,[161.49902344],-7.688262462615967,0.07233495202782443,6020.02423653389,2854.6759619937793,3029.9954130133574,0.43246397,1.1674295e-09,1.124463e-07,3.313451e-07,4.8618404e-05,8.8909816e-05,0.00014574466,0.00015150385,0.00024123523,0.00030215367,0.0002957751,0.00032947017,0.00030979898,0.00027481752,0.00030396154,0.00031352928,0.00030794417,0.00030020173,0.0002760608,0.00024583965,0.00030486466,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Roxette_It Must Have Been Love_Rock_Rock Baladas_1987.mp3
480,[107.66601562],2.2782819271087646,0.0719790255940562,4594.75631420771,2457.281268095676,2497.113881187242,0.38633248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72751e-15,1.2723683e-08,0.00030221062,0.0015178057,0.011288779,0.04653594,0.06075014,0.069227755,0.076111116,0.06776131,0.06427595,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Scorpions_Send Me An Angel_Rock_Rock Baladas_1990.mp3
480,[107.66601562],-5.858412265777588,0.07099535712304869,6100.379636653044,2919.559887506576,3269.75450920328,0.3931199,0.0,0.0,0.0,0.0,0.0,6.772496e-16,1.2855516e-11,2.8587914e-08,3.5043246e-05,6.851094e-05,9.97708e-05,0.00015366201,0.00016677557,0.00019613787,0.00022401211,0.0003406072,0.0021293743,0.00685243,0.009995265,0.012963253,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Scorpions_Still Loving You_Rock_Rock Baladas_1984.mp3
348,[75.99954044],1.6274629831314087,0.0702753963178394,4783.45004389099,2476.009218326518,2646.3293290921815,0.44123417,0.0,0.0,0.0,1.5824278e-10,2.7706994e-05,0.0024432049,0.0060055433,0.008701927,0.016848188,0.025945082,0.033217907,0.03923963,0.041199945,0.043439902,0.040989574,0.041897442,0.039147455,0.038888816,0.036797475,0.036947582,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Scorpions_Wind Of Change_Rock_Rock Baladas_1991.mp3
609,[135.99917763],-5.318056583404541,0.07231938948778664,6751.760528959995,3156.3532332177206,3524.891508075443,0.41408435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Steelheart_She's Gone_Rock_Rock Baladas_1990.mp3
453,[85.22727273],6.428802967071533,0.08210205910618928,7469.569551003668,3476.5162147416413,3556.4661622667036,0.4707463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Tears For Fears_Sowing The Seeds Of Love_Rock_Rock Baladas_1989.mp3
312,[83.35433468],0.35976067185401917,0.03393634405916467,3753.681527353459,1747.4379317460566,2302.4358900864777,0.46014094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/The Cars_Drive _Rock_Rock Baladas_1984.mp3
519,[96.98275862],-1.8461865186691284,0.0646969738662809,6294.1377504088305,2957.463647956129,3308.1356163290384,0.45958412,3.6435872e-06,5.041625e-05,0.000121643236,0.00020390919,0.00034427395,0.00043463256,0.00056834344,0.0007082188,0.0008910609,0.0010911636,0.0011996726,0.0013589979,0.0014742495,0.001614882,0.0017358877,0.0019427798,0.0023109037,0.0024053243,0.002580203,0.0026379551,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Toto_I Won't Hold You Back_Rock_Rock Baladas_1982.mp3
221,[69.83741554],-0.913447380065918,0.04560376618201926,2993.1197169569673,1545.1244431016437,1657.1208062657095,0.37893626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Sheriff_When I'm with you_Rock_Rock Baladas_1982.mp3
278,[67.11647727],-8.629186630249023,0.045489816114170724,4180.678000390542,2117.252755676812,2665.9622058827526,0.30963096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Whitney Houston_I Will Always Love You_Rock_Rock Baladas_1992.mp3
503,[170.45454545],-5.995521545410156,0.04324428013392857,4858.398008241758,2268.3374014583774,2799.344539173081,0.44843537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Williams Brothers_Can't Cry Hard Enough_Rock_Rock Baladas_1992.mp3
335,[95.33898305],-2.001058578491211,0.0375130015441317,4502.035072995317,1989.3340870473908,2570.248891570823,0.43202022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock Baladas/Eric Clapton_Wonderful tonight_Rock_Rock Baladas_1977.mp3
349,[132.51201923],6.473160266876221,0.056045221342396215,5205.065273706409,2443.2769479692943,2750.971409330995,0.41098234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/nosolomusica/Desktop/Analisis_de_Datos/Semana8/FINAL_PROYECT/Canciones/Rock en Español/Albertucho y Kutxi Romero_Mi estrella_Rock_Rock en Español_2004.mp3
